transaction_id,date,customer_id,product_id,quantity,discount_percent,unit_price,gross_amount,discount_amount,net_amount
T000094,2021-01-21 08:27:33.450690138,C0002,P011,2,10,46.78,93.56,9.356,84.20400000000001
T000095,2021-01-21 13:42:41.552310462,C0321,P162,2,10,197.03,394.06,39.406,354.654
T000096,2021-01-21 18:57:49.653930786,C0276,P105,1,10,574.84,574.84,57.48400000000001,517.356
T000097,2021-01-22 00:12:57.755551110,C0290,P146,3,0,186.84,560.52,0.0,560.52
T000098,2021-01-22 05:28:05.857171434,C0297,P147,4,0,53.8,215.2,0.0,215.2
T000099,2021-01-22 10:43:13.958791758,C0169,P182,2,0,532.67,1065.34,0.0,1065.34
T000100,2021-01-22 15:58:22.060412082,C0240,P082,6,0,171.88,1031.28,0.0,1031.28
T000101,2021-01-22 21:13:30.162032406,C0459,P037,5,0,457.49,2287.45,0.0,2287.45
T000102,2021-01-23 02:28:38.263652730,C0475,P082,3,5,171.88,515.64,25.781999999999996,489.858
T000103,2021-01-23 07:43:46.365273054,C0023,P012,5,5,219.29,1096.45,54.8225,1041.6275
T000104,2021-01-23 12:58:54.466893378,C0294,P004,5,5,221.01,1105.05,55.2525,1049.7975
T000105,2021-01-23 18:14:02.568513703,C0172,P043,6,0,494.74,2968.44,0.0,2968.44
T000106,2021-01-23 23:29:10.670134027,C0323,P155,5,0,416.29,2081.4500000000003,0.0,2081.4500000000003
T000107,2021-01-24 04:44:18.771754351,C0318,P051,4,0,546.64,2186.56,0.0,2186.56
T000108,2021-01-24 09:59:26.873374675,C0396,P005,3,5,190.68,572.04,28.601999999999997,543.438
T000109,2021-01-24 15:14:34.974994999,C0286,P134,4,0,197.73,790.92,0.0,790.92
T000110,2021-01-24 20:29:43.076615323,C0479,P087,3,0,47.49,142.47,0.0,142.47
T000111,2021-01-25 01:44:51.178235647,C0343,P106,4,0,49.61,198.44,0.0,198.44
T000112,2021-01-25 06:59:59.279855971,C0193,P056,3,5,179.07,537.21,26.860500000000002,510.34950000000003
T000113,2021-01-25 12:15:07.381476295,C0169,P110,4,5,183.49,733.96,36.698,697.2620000000001
T000114,2021-01-25 17:30:15.483096619,C0404,P068,3,0,201.27,603.8100000000001,0.0,603.8100000000001
T000115,2021-01-25 22:45:23.584716943,C0118,P096,4,0,173.11,692.44,0.0,692.44
T000116,2021-01-26 04:00:31.686337267,C0006,P044,5,0,173.91,869.55,0.0,869.55
T000117,2021-01-26 09:15:39.787957591,C0331,P143,3,0,194.64,583.92,0.0,583.92
T000118,2021-01-26 14:30:47.889577915,C0483,P090,4,20,556.82,2227.28,445.4560000000001,1781.824
T000119,2021-01-26 19:45:55.991198239,C0132,P042,1,0,512.45,512.45,0.0,512.45
T000120,2021-01-27 01:01:04.092818564,C0093,P139,3,0,229.07,687.21,0.0,687.21
T000121,2021-01-27 06:16:12.194438888,C0251,P073,5,0,506.22,2531.1000000000004,0.0,2531.1000000000004
T000122,2021-01-27 11:31:20.296059212,C0010,P011,6,10,46.78,280.68,28.068,252.612
T000123,2021-01-27 16:46:28.397679536,C0051,P194,4,15,603.1,2412.4,361.86,2050.54
T000124,2021-01-27 22:01:36.499299860,C0349,P155,5,0,416.29,2081.4500000000003,0.0,2081.4500000000003
T000125,2021-01-28 03:16:44.600920184,C0294,P058,3,10,242.75,728.25,72.825,655.425
T000126,2021-01-28 08:31:52.702540508,C0129,P200,5,0,212.49,1062.45,0.0,1062.45
T000127,2021-01-28 13:47:00.804160832,C0488,P128,3,10,623.08,1869.2400000000002,186.924,1682.3160000000003
T000128,2021-01-28 19:02:08.905781156,C0392,P021,3,0,198.97,596.91,0.0,596.91
T000129,2021-01-29 00:17:17.007401480,C0249,P021,3,0,198.97,596.91,0.0,596.91
T000130,2021-01-29 05:32:25.109021804,C0102,P072,3,5,188.99,566.97,28.348500000000005,538.6215
T000131,2021-01-29 10:47:33.210642128,C0337,P129,4,10,572.59,2290.36,229.03600000000003,2061.324
T000132,2021-01-29 16:02:41.312262452,C0083,P102,3,15,51.51,154.53,23.179499999999997,131.3505
T000133,2021-01-29 21:17:49.413882777,C0191,P186,4,5,517.62,2070.48,103.524,1966.9560000000001
T000134,2021-01-30 02:32:57.515503101,C0417,P013,1,0,209.03,209.03,0.0,209.03
T000135,2021-01-30 07:48:05.617123425,C0143,P073,7,0,506.22,3543.54,0.0,3543.54
T000136,2021-01-30 13:03:13.718743749,C0237,P006,7,10,477.38,3341.66,334.166,3007.4939999999997
T000137,2021-01-30 18:18:21.820364073,C0287,P112,1,0,170.76,170.76,0.0,170.76
T000138,2021-01-30 23:33:29.921984397,C0277,P186,5,5,517.62,2588.1,129.405,2458.6949999999997
T000139,2021-01-31 04:48:38.023604721,C0387,P017,4,0,199.57,798.28,0.0,798.28
T000140,2021-01-31 10:03:46.125225045,C0382,P073,6,0,506.22,3037.32,0.0,3037.32
T000141,2021-01-31 15:18:54.226845369,C0450,P012,2,5,219.29,438.58,21.929000000000002,416.65099999999995
T000142,2021-01-31 20:34:02.328465693,C0291,P086,2,0,195.5,391.0,0.0,391.0
T000143,2021-02-01 01:49:10.430086017,C0169,P180,5,0,207.72,1038.6,0.0,1038.6
T000144,2021-02-01 07:04:18.531706341,C0443,P122,7,5,53.5,374.5,18.725,355.775
T000145,2021-02-01 12:19:26.633326665,C0144,P070,3,0,62.3,186.89999999999998,0.0,186.89999999999998
T000146,2021-02-01 17:34:34.734946989,C0184,P108,4,10,49.08,196.32,19.631999999999998,176.688
T000147,2021-02-01 22:49:42.836567313,C0045,P052,2,0,233.65,467.3,0.0,467.3
T000148,2021-02-02 04:04:50.938187638,C0243,P037,5,10,457.49,2287.45,228.745,2058.705
T000149,2021-02-02 09:19:59.039807962,C0315,P117,4,0,49.19,196.76,0.0,196.76
T000150,2021-02-02 14:35:07.141428286,C0434,P003,5,0,207.01,1035.05,0.0,1035.05
T000151,2021-02-02 19:50:15.243048610,C0469,P008,2,10,211.44,422.88,42.288000000000004,380.592
T000152,2021-02-03 01:05:23.344668934,C0268,P138,5,5,224.39,1121.9499999999998,56.09749999999999,1065.8524999999997
T000153,2021-02-03 06:20:31.446289258,C0476,P047,4,0,191.12,764.48,0.0,764.48
T000154,2021-02-03 11:35:39.547909582,C0253,P169,5,0,215.49,1077.45,0.0,1077.45
T000155,2021-02-03 16:50:47.649529906,C0396,P064,3,20,57.94,173.82,34.763999999999996,139.05599999999998
T000156,2021-02-03 22:05:55.751150230,C0289,P042,3,0,512.45,1537.3500000000001,0.0,1537.3500000000001
T000157,2021-02-04 03:21:03.852770554,C0212,P043,2,0,494.74,989.48,0.0,989.48
T000158,2021-02-04 08:36:11.954390878,C0488,P125,2,0,166.79,333.58,0.0,333.58
T000159,2021-02-04 13:51:20.056011202,C0177,P137,3,15,179.95,539.8499999999999,80.97749999999998,458.87249999999995
T000160,2021-02-04 19:06:28.157631526,C0021,P014,3,0,53.03,159.09,0.0,159.09
T000161,2021-02-05 00:21:36.259251850,C0316,P091,3,0,480.94,1442.82,0.0,1442.82
T000162,2021-02-05 05:36:44.360872174,C0052,P132,6,0,48.65,291.9,0.0,291.9
T000163,2021-02-05 10:51:52.462492499,C0438,P002,3,10,480.13,1440.3899999999999,144.039,1296.3509999999999
T000164,2021-02-05 16:07:00.564112823,C0423,P115,5,0,48.52,242.60000000000002,0.0,242.60000000000002
T000165,2021-02-05 21:22:08.665733147,C0233,P001,5,5,471.78,2358.8999999999996,117.94499999999998,2240.9549999999995
T000166,2021-02-06 02:37:16.767353471,C0433,P075,2,0,185.49,370.98,0.0,370.98
T000167,2021-02-06 07:52:24.868973795,C0123,P065,4,0,43.17,172.68,0.0,172.68
T000168,2021-02-06 13:07:32.970594119,C0362,P174,3,15,44.28,132.84,19.926000000000002,112.914
T000169,2021-02-06 18:22:41.072214443,C0448,P187,7,10,229.22,1604.54,160.454,1444.086
T000170,2021-02-06 23:37:49.173834767,C0100,P125,3,0,166.79,500.37,0.0,500.37
T000171,2021-02-07 04:52:57.275455091,C0214,P135,4,5,564.29,2257.16,112.85799999999999,2144.3019999999997
T000172,2021-02-07 10:08:05.377075415,C0410,P066,3,10,172.11,516.33,51.633,464.69700000000006
T000173,2021-02-07 15:23:13.478695739,C0327,P143,4,5,194.64,778.56,38.928,739.632
T000174,2021-02-07 20:38:21.580316063,C0135,P072,4,0,188.99,755.96,0.0,755.96
T000175,2021-02-08 01:53:29.681936387,C0456,P116,2,0,214.16,428.32,0.0,428.32
T000176,2021-02-08 07:08:37.783556711,C0318,P121,6,0,213.88,1283.28,0.0,1283.28
T000177,2021-02-08 12:23:45.885177035,C0218,P047,6,0,191.12,1146.72,0.0,1146.72
T000178,2021-02-08 17:38:53.986797360,C0088,P090,2,5,556.82,1113.64,55.68200000000001,1057.958
T000179,2021-02-08 22:54:02.088417684,C0280,P040,1,20,221.42,221.42,44.284,177.136
T000180,2021-02-09 04:09:10.190038008,C0040,P042,4,10,512.45,2049.8,204.98,1844.8200000000002
T000181,2021-02-09 09:24:18.291658332,C0240,P179,5,0,173.59,867.95,0.0,867.95
T000182,2021-02-09 14:39:26.393278656,C0332,P035,6,10,56.11,336.65999999999997,33.666,302.99399999999997
T000183,2021-02-09 19:54:34.494898980,C0431,P041,3,10,201.84,605.52,60.552,544.968
T000184,2021-02-10 01:09:42.596519304,C0136,P085,4,0,56.83,227.32,0.0,227.32
T000185,2021-02-10 06:24:50.698139628,C0182,P124,2,0,203.35,406.7,0.0,406.7
T000186,2021-02-10 11:39:58.799759952,C0265,P057,6,5,215.75,1294.5,64.725,1229.775
T000187,2021-02-10 16:55:06.901380276,C0259,P038,2,5,204.62,409.24,20.462,388.778
T000188,2021-02-10 22:10:15.003000600,C0182,P200,2,0,212.49,424.98,0.0,424.98
T000189,2021-02-11 03:25:23.104620924,C0021,P096,5,0,173.11,865.5500000000001,0.0,865.5500000000001
T000190,2021-02-11 08:40:31.206241248,C0351,P136,5,5,42.05,210.25,10.5125,199.7375
T000191,2021-02-11 13:55:39.307861572,C0432,P063,2,5,206.7,413.4,20.67,392.72999999999996
T000192,2021-02-11 19:10:47.409481896,C0431,P087,4,5,47.49,189.96,9.498000000000001,180.46200000000002
T000193,2021-02-12 00:25:55.511102221,C0472,P132,4,10,48.65,194.6,19.46,175.14
T000194,2021-02-12 05:41:03.612722545,C0196,P176,11,0,172.09,1892.99,0.0,1892.99
T000195,2021-02-12 10:56:11.714342869,C0212,P052,3,0,233.65,700.95,0.0,700.95
T000196,2021-02-12 16:11:19.815963193,C0447,P038,3,10,204.62,613.86,61.386,552.474
T000197,2021-02-12 21:26:27.917583517,C0016,P087,3,5,47.49,142.47,7.1235,135.3465
T000198,2021-02-13 02:41:36.019203841,C0202,P005,4,15,190.68,762.72,114.40800000000002,648.312
T000199,2021-02-13 07:56:44.120824165,C0363,P120,3,5,50.39,151.17000000000002,7.558500000000001,143.6115
T000200,2021-02-13 13:11:52.222444489,C0218,P070,2,5,62.3,124.6,6.23,118.36999999999999
T000201,2021-02-13 18:27:00.324064813,C0093,P113,6,10,49.31,295.86,29.586000000000002,266.274
T000202,2021-02-13 23:42:08.425685137,C0133,P024,3,0,53.06,159.18,0.0,159.18
T000203,2021-02-14 04:57:16.527305461,C0139,P086,6,10,195.5,1173.0,117.3,1055.7
T000204,2021-02-14 10:12:24.628925785,C0157,P145,2,0,166.64,333.28,0.0,333.28
T000205,2021-02-14 15:27:32.730546109,C0493,P026,5,0,56.17,280.85,0.0,280.85
T000206,2021-02-14 20:42:40.832166433,C0335,P003,8,0,207.01,1656.08,0.0,1656.08
T000207,2021-02-15 01:57:48.933786757,C0070,P002,4,10,480.13,1920.52,192.05200000000002,1728.4679999999998
T000208,2021-02-15 07:12:57.035407081,C0304,P092,4,20,206.04,824.16,164.832,659.328
T000209,2021-02-15 12:28:05.137027406,C0015,P002,2,0,480.13,960.26,0.0,960.26
T000210,2021-02-15 17:43:13.238647730,C0235,P150,5,5,195.37,976.85,48.8425,928.0075
T000211,2021-02-15 22:58:21.340268054,C0212,P071,8,20,48.45,387.6,77.52,310.08000000000004
T000212,2021-02-16 04:13:29.441888378,C0290,P004,3,5,221.01,663.03,33.1515,629.8785
T000213,2021-02-16 09:28:37.543508702,C0060,P038,11,10,204.62,2250.82,225.082,2025.7380000000003
T000214,2021-02-16 14:43:45.645129026,C0252,P103,3,0,472.57,1417.71,0.0,1417.71
T000215,2021-02-16 19:58:53.746749350,C0446,P070,6,0,62.3,373.79999999999995,0.0,373.79999999999995
T000216,2021-02-17 01:14:01.848369674,C0002,P052,1,0,233.65,233.65,0.0,233.65
T000217,2021-02-17 06:29:09.949989998,C0236,P031,7,20,245.61,1719.27,343.85400000000004,1375.416
T000218,2021-02-17 11:44:18.051610322,C0336,P154,5,10,49.85,249.25,24.925,224.325
T000219,2021-02-17 16:59:26.153230646,C0019,P036,4,15,464.61,1858.44,278.766,1579.674
T000220,2021-02-17 22:14:34.254850970,C0482,P154,3,0,49.85,149.55,0.0,149.55
T000221,2021-02-18 03:29:42.356471294,C0049,P156,3,10,195.85,587.55,58.755,528.795
T000222,2021-02-18 08:44:50.458091618,C0078,P133,4,10,47.97,191.88,19.188,172.692
T000223,2021-02-18 13:59:58.559711942,C0472,P115,5,5,48.52,242.60000000000002,12.13,230.47000000000003
T000224,2021-02-18 19:15:06.661332267,C0028,P074,4,15,219.42,877.68,131.652,746.028
T000225,2021-02-19 00:30:14.762952591,C0048,P018,2,0,199.65,399.3,0.0,399.3
T000226,2021-02-19 05:45:22.864572915,C0096,P015,3,0,46.88,140.64000000000001,0.0,140.64000000000001
T000227,2021-02-19 11:00:30.966193239,C0165,P185,7,0,49.39,345.73,0.0,345.73
T000228,2021-02-19 16:15:39.067813563,C0458,P097,6,0,512.95,3077.7000000000003,0.0,3077.7000000000003
T000229,2021-02-19 21:30:47.169433887,C0433,P005,3,0,190.68,572.04,0.0,572.04
T000230,2021-02-20 02:45:55.271054211,C0365,P037,4,0,457.49,1829.96,0.0,1829.96
T000231,2021-02-20 08:01:03.372674535,C0176,P104,3,0,48.89,146.67000000000002,0.0,146.67000000000002
T000232,2021-02-20 13:16:11.474294859,C0073,P086,3,10,195.5,586.5,58.65,527.85
T000233,2021-02-20 18:31:19.575915183,C0472,P150,4,5,195.37,781.48,39.074,742.4060000000001
T000234,2021-02-20 23:46:27.677535507,C0356,P180,4,0,207.72,830.88,0.0,830.88
T000235,2021-02-21 05:01:35.779155831,C0029,P015,5,0,46.88,234.4,0.0,234.4
T000236,2021-02-21 10:16:43.880776155,C0444,P017,6,5,199.57,1197.42,59.871,1137.549
T000237,2021-02-21 15:31:51.982396479,C0157,P051,2,0,546.64,1093.28,0.0,1093.28
T000238,2021-02-21 20:47:00.084016803,C0314,P045,3,0,490.02,1470.06,0.0,1470.06
T000239,2021-02-22 02:02:08.185637128,C0304,P191,3,5,176.9,530.7,26.535,504.165
T000240,2021-02-22 07:17:16.287257452,C0279,P122,1,0,53.5,53.5,0.0,53.5
T000241,2021-02-22 12:32:24.388877776,C0283,P156,4,0,195.85,783.4,0.0,783.4
T000242,2021-02-22 17:47:32.490498100,C0479,P187,6,0,229.22,1375.32,0.0,1375.32
T000243,2021-02-22 23:02:40.592118424,C0491,P149,8,0,190.67,1525.36,0.0,1525.36
T000244,2021-02-23 04:17:48.693738748,C0007,P170,2,10,57.43,114.86,11.485999999999999,103.374
T000245,2021-02-23 09:32:56.795359072,C0305,P197,4,0,211.14,844.56,0.0,844.56
T000246,2021-02-23 14:48:04.896979396,C0182,P082,4,10,171.88,687.52,68.752,618.768
T000247,2021-02-23 20:03:12.998599720,C0109,P145,5,0,166.64,833.1999999999999,0.0,833.1999999999999
T000248,2021-02-24 01:18:21.100220044,C0324,P196,5,10,207.29,1036.45,103.645,932.8050000000001
T000249,2021-02-24 06:33:29.201840368,C0206,P135,4,15,564.29,2257.16,338.57399999999996,1918.5859999999998
T000250,2021-02-24 11:48:37.303460693,C0234,P089,4,0,176.64,706.56,0.0,706.56
T000251,2021-02-24 17:03:45.405081017,C0426,P101,4,0,466.98,1867.92,0.0,1867.92
T000252,2021-02-24 22:18:53.506701341,C0458,P040,1,0,221.42,221.42,0.0,221.42
T000253,2021-02-25 03:34:01.608321665,C0187,P168,9,0,410.93,3698.37,0.0,3698.37
T000254,2021-02-25 08:49:09.709941989,C0428,P043,4,0,494.74,1978.96,0.0,1978.96
T000255,2021-02-25 14:04:17.811562313,C0482,P073,2,10,506.22,1012.44,101.24400000000001,911.196
T000256,2021-02-25 19:19:25.913182637,C0410,P179,5,20,173.59,867.95,173.59,694.36
T000257,2021-02-26 00:34:34.014802961,C0407,P023,5,0,52.93,264.65,0.0,264.65
T000258,2021-02-26 05:49:42.116423285,C0329,P095,4,5,211.76,847.04,42.352,804.688
T000259,2021-02-26 11:04:50.218043609,C0357,P160,6,5,204.08,1224.48,61.224,1163.256
T000260,2021-02-26 16:19:58.319663933,C0008,P159,5,0,458.43,2292.15,0.0,2292.15
T000261,2021-02-26 21:35:06.421284257,C0053,P017,5,10,199.57,997.8499999999999,99.785,898.0649999999999
T000262,2021-02-27 02:50:14.522904581,C0398,P112,3,5,170.76,512.28,25.613999999999997,486.666
T000263,2021-02-27 08:05:22.624524905,C0199,P103,1,10,472.57,472.57,47.257,425.313
T000264,2021-02-27 13:20:30.726145229,C0391,P058,4,0,242.75,971.0,0.0,971.0
T000265,2021-02-27 18:35:38.827765554,C0137,P086,4,0,195.5,782.0,0.0,782.0
T000266,2021-02-27 23:50:46.929385878,C0259,P035,3,5,56.11,168.32999999999998,8.4165,159.9135
T000267,2021-02-28 05:05:55.031006202,C0334,P030,4,0,51.69,206.76,0.0,206.76
T000268,2021-02-28 10:21:03.132626526,C0401,P192,5,10,435.85,2179.25,217.925,1961.325
T000269,2021-02-28 15:36:11.234246850,C0498,P181,4,0,212.78,851.12,0.0,851.12
T000270,2021-02-28 20:51:19.335867174,C0172,P179,5,0,173.59,867.95,0.0,867.95
T000271,2021-03-01 02:06:27.437487498,C0086,P104,4,0,48.89,195.56,0.0,195.56
T000272,2021-03-01 07:21:35.539107822,C0046,P165,2,0,214.94,429.88,0.0,429.88
